STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
2  1.0  1.00  0.6666666666666666  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.776572307436505  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  1.0  1.000  1.000  1.000  ['CT', 'RT', 'ART']
3  0.4  0.00  2.1457672119140625e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.00  4.291534423828125e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.00  1.2874603271484375e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.00  2.574920654296875e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.00  3.4332275390625e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.00  5.14984130859375e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.25  2.74658203125e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.25  5.4931640625e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.25  0.000164794921875  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.25  0.00032958984375  0.000  0.013  0.007  ['CT', 'RT', 'ART']
3  0.4  0.25  0.000439453125  0.000  0.040  0.020  ['CT', 'RT', 'ART']
3  0.4  0.25  0.0006591796875  0.000  0.060  0.020  ['CT', 'RT', 'ART']
3  0.4  0.50  0.000244140625  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.4  0.50  0.00048828125  0.000  0.020  0.020  ['CT', 'RT', 'ART']
3  0.4  0.50  0.00146484375  0.040  0.060  0.000  ['CT', 'RT', 'ART']
3  0.4  0.50  0.0029296875  0.100  0.140  0.013  ['CT', 'RT']
3  0.4  0.50  0.00390625  0.100  0.120  0.040  ['CT', 'RT', 'ART']
3  0.4  0.50  0.005859375  0.200  0.220  0.040  ['CT', 'RT']
3  0.4  0.75  0.00625  0.200  0.140  0.280  ['CT', 'RT', 'ART']
3  0.4  0.75  0.0125  0.180  0.260  0.320  ['CT', 'RT', 'ART']
3  0.4  0.75  0.0375  0.220  0.520  0.480  ['RT', 'ART']
3  0.4  0.75  0.075  0.973  0.907  0.973  ['CT', 'RT', 'ART']
3  0.4  0.75  0.1  1.000  0.960  0.960  ['CT', 'RT', 'ART']
3  0.4  0.75  0.15  1.000  0.980  1.000  ['CT', 'RT', 'ART']
